# SOURCE:
# ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 344:         4.444       51.955      -4.80  ROTTERDAM
# 
# YYYYMMDD = Date (YYYY=year MM=month DD=day); 
# TG       = Daily mean temperature in (0.1 degrees Celsius); 
# RH       = Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm); 
# EV24     =  Potential evapotranspiration (Makkink) (in 0.1 mm); 
# 
# STN,YYYYMMDD,   TG,   RH, EV24
  344,20061207,   87,  180,    1
  344,20061208,   93,  140,    1
  344,20061209,   58,   10,    4
  344,20061210,   51,    5,    4
  344,20061211,   76,   90,    0
  344,20061212,   74,   19,    4
  344,20061213,  110,    0,    2
  344,20061214,  101,    0,    3
  344,20061215,   72,    0,    2
  344,20061216,   58,   60,    1
  344,20061217,   53,    4,    3
  344,20061218,   36,    2,    4
  344,20061219,   23,    0,    3
  344,20061220,   42,    0,    1
  344,20061221,   66,    0,    1
  344,20061222,   62,    0,    2
  344,20061223,   37,    0,    1
  344,20061224,   27,    0,    1
  344,20061225,   55,    0,    1
  344,20061226,   31,    0,    0
  344,20061227,   10,    0,    0
  344,20061228,   52,   34,    1
  344,20061229,   56,   -1,    3
  344,20061230,   98,   57,    1
  344,20061231,  101,   43,    2
  344,20070101,   83,   24,    3
  344,20070102,   67,   69,    2
  344,20070103,   72,    8,    1
  344,20070104,   96,   14,    2
  344,20070105,   95,    8,    2
  344,20070106,   82,  104,    2
  344,20070107,   83,   14,    1
  344,20070108,   96,   61,    5
  344,20070109,  126,    2,    2
  344,20070110,  104,   57,    1
  344,20070111,   86,   99,    0
  344,20070112,  102,    0,    2
  344,20070113,  109,   14,    1
  344,20070114,   74,    3,    6
  344,20070115,   65,    0,    5
  344,20070116,   85,   25,    1
  344,20070117,   96,  109,    2
  344,20070118,  108,  215,    1
  344,20070119,  106,   21,    5
  344,20070120,  106,    9,    3
  344,20070121,   71,   54,    4
  344,20070122,   29,   50,    2
  344,20070123,   -7,    0,    4
  344,20070124,    0,    6,    5
  344,20070125,  -15,    0,    6
  344,20070126,   37,   29,    1
  344,20070127,   58,    2,    5
  344,20070128,   75,   13,    2
  344,20070129,   84,   -1,    3
  344,20070130,   78,   -1,    2
  344,20070131,   73,   19,    6
  344,20070201,   89,    0,    4
  344,20070202,   74,    0,    3
  344,20070203,   43,    0,    8
  344,20070204,   38,    0,    7
  344,20070205,   24,    4,    3
  344,20070206,    5,   28,    3
  344,20070207,    8,   -1,    6
  344,20070208,    8,   33,    2
  344,20070209,   31,   -1,    4
  344,20070210,   46,   94,    2
  344,20070211,   82,   81,    4
  344,20070212,   85,   97,    5
  344,20070213,   79,   38,    5
  344,20070214,   67,   83,    2
  344,20070215,   69,    0,   11
  344,20070216,   86,    0,   10
  344,20070217,   69,    0,    8
  344,20070218,   49,    0,    3
  344,20070219,   60,    0,    4
  344,20070220,   85,    1,    6
  344,20070221,   83,   34,    3
  344,20070222,   84,    1,   10
  344,20070223,   95,   -1,    9
  344,20070224,   94,   53,    3
  344,20070225,   80,  108,    3
  344,20070226,   74,   15,    4
  344,20070227,   70,   86,    2
  344,20070228,   98,   16,    9
  344,20070301,   82,  194,   13
  344,20070302,   65,    8,   10
  344,20070303,   70,  143,    5
  344,20070304,   89,   -1,    8
  344,20070305,   94,   87,   13
  344,20070306,   91,  142,    3
  344,20070307,   86,   11,    6
  344,20070308,   71,    0,   17
  344,20070309,   73,   35,    5
  344,20070310,   73,    0,   16
  344,20070311,   83,    0,   14
  344,20070312,   93,    0,   20
  344,20070313,   68,    0,   15
  344,20070314,   71,    0,   15
  344,20070315,   74,    0,   17
  344,20070316,   88,   -1,   10
  344,20070317,  108,   11,   18
  344,20070318,   75,  117,   13
  344,20070319,   35,   47,    9
  344,20070320,   43,    8,   13
  344,20070321,   58,    2,   14
  344,20070322,   65,    0,   17
  344,20070323,   61,   -1,    4
  344,20070324,   82,    0,    5
  344,20070325,   93,    0,   19
  344,20070326,  111,    0,   25
  344,20070327,  111,    0,   25
  344,20070328,  111,    0,   24
  344,20070329,   86,   -1,   10
  344,20070330,   97,    0,   14
  344,20070331,  108,    0,   23
  344,20070401,  114,    0,   27
  344,20070402,  110,    0,   26
  344,20070403,   70,    1,   10
  344,20070404,   67,    0,   27
  344,20070405,   76,    0,   24
  344,20070406,  101,    0,   26
  344,20070407,   82,    2,   18
  344,20070408,   85,    0,   28
  344,20070409,  108,    0,   29
  344,20070410,  119,    0,   20
  344,20070411,  124,    0,   26
  344,20070412,  132,    0,   29
  344,20070413,  157,    0,   30
  344,20070414,  169,    0,   32
  344,20070415,  183,    0,   37
  344,20070416,  149,    0,   33
  344,20070417,  102,    0,   21
  344,20070418,   92,    0,   29
  344,20070419,  107,    0,   33
  344,20070420,   87,    0,   30
  344,20070421,   91,    0,   31
  344,20070422,  126,    0,   35
  344,20070423,  153,   -1,   30
  344,20070424,  163,    0,   23
  344,20070425,  185,    0,   36
  344,20070426,  167,    0,   35
  344,20070427,  182,    0,   40
  344,20070428,  178,    0,   39
  344,20070429,  159,    0,   41
  344,20070430,  142,    0,   42
  344,20070501,  152,    0,   42
  344,20070502,  143,    0,   42
  344,20070503,  139,    0,   39
  344,20070504,  149,    0,   40
  344,20070505,  116,    0,   35
  344,20070506,  124,    1,   25
  344,20070507,  130,  297,    5
  344,20070508,  129,    3,   18
  344,20070509,  133,   55,   24
  344,20070510,  136,  101,   23
  344,20070511,  125,  108,   17
  344,20070512,  139,   48,   28
  344,20070513,  157,   -1,   25
  344,20070514,  136,    8,   22
  344,20070515,  121,   61,   34
  344,20070516,  118,  222,   23
  344,20070517,  107,   24,   21
  344,20070518,  163,   -1,   27
  344,20070519,  136,    0,   40
  344,20070520,  139,   11,   29
  344,20070521,  166,   40,   26
  344,20070522,  144,   -1,   18
  344,20070523,  149,    0,   45
  344,20070524,  175,    0,   47
  344,20070525,  182,    0,   45
  344,20070526,  146,   25,   21
  344,20070527,  133,   62,   15
  344,20070528,  131,   23,   13
  344,20070529,  107,   60,   12
  344,20070530,  147,    0,   35
  344,20070531,  147,   88,   31
  344,20070601,  165,    0,   34
  344,20070602,  182,    0,   45
  344,20070603,  177,    0,   39
  344,20070604,  185,    0,   33
  344,20070605,  185,    0,   37
  344,20070606,  166,    0,   27
  344,20070607,  200,    0,   45
  344,20070608,  201,   95,   37
  344,20070609,  165,    1,   14
  344,20070610,  173,   22,   29
  344,20070611,  182,    1,   37
  344,20070612,  163,    0,   14
  344,20070613,  171,    0,   23
  344,20070614,  191,  164,   24
  344,20070615,  187,   12,   28
  344,20070616,  166,   32,   27
  344,20070617,  164,   51,   22
  344,20070618,  163,  127,   17
  344,20070619,  203,    5,   50
  344,20070620,  189,   33,   47
  344,20070621,  170,   75,   13
  344,20070622,  168,   68,   29
  344,20070623,  164,   17,   23
  344,20070624,  158,   49,   18
  344,20070625,  149,   91,   19
  344,20070626,  129,    7,   18
  344,20070627,  146,   12,   37
  344,20070628,  153,    6,   46
  344,20070629,  153,   58,   12
  344,20070630,  171,   13,   22
  344,20070701,  185,  108,   28
  344,20070702,  172,   59,   24
  344,20070703,  153,   28,   16
  344,20070704,  156,  151,   22
  344,20070705,  160,  148,   31
  344,20070706,  160,   14,   10
  344,20070707,  168,    0,   41
  344,20070708,  168,   -1,   31
  344,20070709,  141,  134,   23
  344,20070710,  149,   34,   25
  344,20070711,  152,    3,   14
  344,20070712,  165,    6,   15
  344,20070713,  205,    0,   30
  344,20070714,  195,    0,   32
  344,20070715,  206,   61,   27
  344,20070716,  201,  259,   22
  344,20070717,  185,   -1,   31
  344,20070718,  179,   -1,   37
  344,20070719,  193,    0,   40
  344,20070720,  171,   74,   13
  344,20070721,  175,    0,   39
  344,20070722,  157,   35,   29
  344,20070723,  160,  122,   12
  344,20070724,  163,   24,   30
  344,20070725,  183,   -1,   43
  344,20070726,  183,   43,   16
  344,20070727,  178,   10,   43
  344,20070728,  174,  135,   37
  344,20070729,  150,  351,   22
  344,20070730,  143,   -1,   34
  344,20070731,  148,    0,   30
  344,20070801,  173,    0,   41
  344,20070802,  165,    0,   26
  344,20070803,  173,    0,   41
  344,20070804,  196,    0,   46
  344,20070805,  240,    0,   49
  344,20070806,  201,   17,   23
  344,20070807,  179,   -1,   28
  344,20070808,  160,   -1,   25
  344,20070809,  161,   20,    5
  344,20070810,  170,    0,   34
  344,20070811,  161,    0,   35
  344,20070812,  173,    2,   23
  344,20070813,  173,   -1,   35
  344,20070814,  192,   99,   26
  344,20070815,  197,   71,   24
  344,20070816,  163,   32,   28
  344,20070817,  151,  209,   23
  344,20070818,  170,   -1,   21
  344,20070819,  179,   14,   21
  344,20070820,  168,   33,   19
  344,20070821,  172,   30,   19
  344,20070822,  186,   -1,   27
  344,20070823,  170,    3,   15
  344,20070824,  184,    0,   29
  344,20070825,  179,    0,   35
  344,20070826,  169,    0,   27
  344,20070827,  145,    0,   25
  344,20070828,  145,   -1,   27
  344,20070829,  135,    0,   32
  344,20070830,  157,    1,   21
  344,20070831,  167,    3,   10
  344,20070901,  166,    0,   24
  344,20070902,  180,   18,   28
  344,20070903,  144,  154,   23
  344,20070904,  125,   11,   24
  344,20070905,  138,    5,    9
  344,20070906,  172,    0,   17
  344,20070907,  162,   -1,   19
  344,20070908,  159,    2,   16
  344,20070909,  149,   -1,   12
  344,20070910,  153,   25,   15
  344,20070911,  139,    9,   15
  344,20070912,  138,    0,   18
  344,20070913,  139,    0,   22
  344,20070914,  141,    2,   17
  344,20070915,  138,    0,   21
  344,20070916,  167,    0,   23
  344,20070917,  142,  171,    5
  344,20070918,  110,   86,   20
  344,20070919,  127,    3,   13
  344,20070920,  159,   22,   11
  344,20070921,  164,   -1,   13
  344,20070922,  153,    0,   14
  344,20070923,  165,    0,   24
  344,20070924,  148,   21,   10
  344,20070925,  119,  220,   10
  344,20070926,   98,  168,    6
  344,20070927,  126,    0,   20
  344,20070928,  141,   82,   10
  344,20070929,  134,   26,    5
  344,20070930,  123,   17,    9
  344,20071001,  111,    8,    4
  344,20071002,  127,    0,    8
  344,20071003,  135,   53,    4
  344,20071004,  126,   -1,   10
  344,20071005,  111,    0,   10
  344,20071006,  111,    0,   19
  344,20071007,   99,    0,   16
  344,20071008,  120,    0,   12
  344,20071009,  130,   59,   10
  344,20071010,  122,   -1,    9
  344,20071011,  100,    0,   13
  344,20071012,  142,    0,   11
  344,20071013,  118,    0,   15
  344,20071014,  120,    0,   17
  344,20071015,  127,    0,   11
  344,20071016,  144,    0,   16
  344,20071017,  125,   46,    4
  344,20071018,  106,    7,   11
  344,20071019,   93,   -1,    4
  344,20071020,   64,    0,   12
  344,20071021,   91,    1,    6
  344,20071022,   64,    0,   12
  344,20071023,   38,    0,   11
  344,20071024,   81,    0,    5
  344,20071025,   84,    0,    3
  344,20071026,   85,    0,    4
  344,20071027,   97,    0,    3
  344,20071028,  106,   21,    6
  344,20071029,   91,   37,    2
  344,20071030,   84,   38,    7
  344,20071031,  105,   -1,    6
  344,20071101,  128,    0,    3
  344,20071102,  138,    1,    3
  344,20071103,  119,    2,    3
  344,20071104,   97,   -1,    4
  344,20071105,  108,   42,    5
  344,20071106,   93,   41,    6
  344,20071107,  108,    2,    2
  344,20071108,  104,   72,    4
  344,20071109,   69,   85,    6
  344,20071110,   99,   22,    4
  344,20071111,   89,   28,    7
  344,20071112,   62,   18,    7
  344,20071113,   58,  138,    1
  344,20071114,   32,   -1,    6
  344,20071115,   24,   -1,    6
  344,20071116,   40,   10,    2
  344,20071117,   45,    0,    6
  344,20071118,   38,    0,    6
  344,20071119,   49,    9,    2
  344,20071120,   74,   10,    3
  344,20071121,   92,    5,    2
  344,20071122,   83,    0,    4
  344,20071123,   61,   21,    4
  344,20071124,   56,   16,    3
  344,20071125,   70,   61,    2
  344,20071126,   57,   15,    3
  344,20071127,   55,    0,    2
  344,20071128,   63,    3,    2
  344,20071129,   69,   30,    1
  344,20071130,   81,   93,    1
  344,20071201,   90,   33,    5
  344,20071202,   91,  160,    1
  344,20071203,   75,  113,    4
  344,20071204,   84,   10,    2
  344,20071205,  114,   32,    1
  344,20071206,  109,  192,    1
  344,20071207,  100,   14,    3
  344,20071208,   68,   98,    2
  344,20071209,   78,   56,    4
  344,20071210,   76,   17,    3
  344,20071211,   52,    8,    4
  344,20071212,   27,   -1,    2
  344,20071213,   23,    0,    3
  344,20071214,    6,    0,    3
  344,20071215,   15,    0,    3
  344,20071216,  -11,    0,    4
  344,20071217,  -11,    0,    1
  344,20071218,  -23,    0,    2
  344,20071219,  -26,    0,    4
  344,20071220,  -40,   -1,    1
  344,20071221,  -42,   -1,    1
  344,20071222,  -19,    0,    3
  344,20071223,   31,   -1,    4
  344,20071224,   33,    0,    1
  344,20071225,   36,    6,    2
  344,20071226,   47,   -1,    3
  344,20071227,   53,    0,    1
  344,20071228,   67,    0,    2
  344,20071229,   68,   24,    5
  344,20071230,   58,   13,    3
  344,20071231,   49,    7,    1
  344,20080101,   28,    0,    2
  344,20080102,   -2,    0,    4
  344,20080103,    5,    1,    2
  344,20080104,   42,    5,    1
  344,20080105,   70,   60,    2
  344,20080106,   45,    3,    5
  344,20080107,   75,   13,    3
  344,20080108,   64,    0,    2
  344,20080109,   70,    5,    3
  344,20080110,   79,   49,    3
  344,20080111,   95,  102,    2
  344,20080112,   60,    7,    4
  344,20080113,   62,    7,    2
  344,20080114,   72,    2,    4
  344,20080115,   86,   71,    1
  344,20080116,   70,   -1,    3
  344,20080117,   62,   40,    2
  344,20080118,   97,   74,    1
  344,20080119,  109,   45,    1
  344,20080120,  114,   -1,    2
  344,20080121,  101,   72,    2
  344,20080122,   50,   10,    6
  344,20080123,   76,    3,    2
  344,20080124,   85,   17,    1
  344,20080125,   71,    0,    5
  344,20080126,   84,    0,    7
  344,20080127,   84,    0,    5
  344,20080128,   82,    0,    2
  344,20080129,   65,    0,    2
  344,20080130,   48,   15,    3
  344,20080131,   50,   47,    2
  344,20080201,   60,   58,    6
  344,20080202,   38,  178,    6
  344,20080203,   40,    0,    6
  344,20080204,   65,    6,    4
  344,20080205,   82,   61,    2
  344,20080206,   69,    6,    3
  344,20080207,   59,    1,    6
  344,20080208,   71,    0,   11
  344,20080209,   66,    0,   11
  344,20080210,   47,    0,   10
  344,20080211,   58,    0,   10
  344,20080212,   53,    0,   10
  344,20080213,    9,    0,    2
  344,20080214,   25,    0,    2
  344,20080215,   20,    0,   10
  344,20080216,   -5,    0,   10
  344,20080217,   -1,    0,   11
  344,20080218,    4,    0,    9
  344,20080219,    5,    0,    2
  344,20080220,   23,   -1,    7
  344,20080221,   75,    6,    4
  344,20080222,   95,    1,    4
  344,20080223,   83,   -1,    5
  344,20080224,   97,   55,    7
  344,20080225,   78,    8,   14
  344,20080226,   99,   44,    6
  344,20080227,   70,    0,   14
  344,20080228,   73,   -1,    8
  344,20080229,   74,   41,    7
  344,20080301,   93,   61,   12
  344,20080302,   96,   -1,   12
  344,20080303,   58,   -1,   10
  344,20080304,   31,   25,   12
  344,20080305,   38,    4,   11
  344,20080306,   82,    8,    5
  344,20080307,   71,    1,    5
  344,20080308,   72,   -1,   11
  344,20080309,   75,  116,    3
  344,20080310,   62,   93,    4
  344,20080311,   84,   74,    9
  344,20080312,   81,   20,    6
  344,20080313,   77,    2,   12
  344,20080314,   74,   -1,   18
  344,20080315,   94,    0,    8
  344,20080316,   82,  181,    4
  344,20080317,   46,    5,    9
  344,20080318,   38,   10,   12
  344,20080319,   45,   25,   16
  344,20080320,   56,  202,    8
  344,20080321,   42,  103,    7
  344,20080322,   23,   17,    8
  344,20080323,    7,   24,   10
  344,20080324,   14,   86,   11
  344,20080325,   19,   66,   14
  344,20080326,   38,    7,    7
  344,20080327,   47,   33,    7
  344,20080328,   65,   47,   10
  344,20080329,   94,   -1,   18
  344,20080330,   93,   80,    7
  344,20080331,   95,    2,   18
  344,20080401,   87,   13,    9
  344,20080402,   82,    4,   12
  344,20080403,   76,    0,   11
  344,20080404,   84,    4,    8
  344,20080405,   70,   51,   12
  344,20080406,   37,   11,   17
  344,20080407,   32,   -1,   14
  344,20080408,   48,    0,   16
  344,20080409,   50,    0,   25
  344,20080410,   57,    0,   20
  344,20080411,   77,    0,   21
  344,20080412,   85,   -1,   21
  344,20080413,   76,    5,   17
  344,20080414,   61,   -1,   20
  344,20080415,   56,   20,   21
  344,20080416,   47,   -1,   19
  344,20080417,   58,    0,   24
  344,20080418,   79,    0,   24
  344,20080419,   87,   12,   18
  344,20080420,  117,    0,   32
  344,20080421,  120,    0,   33
  344,20080422,  122,    0,   32
  344,20080423,  119,   82,   23
  344,20080424,  111,   10,   20
  344,20080425,  107,    0,   23
  344,20080426,  148,    0,   34
  344,20080427,  171,    5,   28
  344,20080428,  114,   34,   12
  344,20080429,  107,   55,   22
  344,20080430,  114,   12,   16
  344,20080501,  100,   -1,   24
  344,20080502,  109,    0,   29
  344,20080503,  133,    0,   35
  344,20080504,  152,    0,   41
  344,20080505,  155,    0,   44
  344,20080506,  165,    0,   43
  344,20080507,  172,    0,   43
  344,20080508,  186,    0,   46
  344,20080509,  195,    0,   47
  344,20080510,  200,    0,   47
  344,20080511,  191,    0,   48
  344,20080512,  192,    0,   47
  344,20080513,  191,    0,   44
  344,20080514,  188,    0,   39
  344,20080515,  169,   49,   24
  344,20080516,  133,  326,   16
  344,20080517,  112,  116,    6
  344,20080518,  106,    0,   36
  344,20080519,   95,    0,   20
  344,20080520,  108,    0,   42
  344,20080521,  131,    0,   42
  344,20080522,  154,    0,   32
  344,20080523,  173,    0,   36
  344,20080524,  182,    0,   47
  344,20080525,  146,  101,   14
  344,20080526,  137,  111,   13
  344,20080527,  165,    3,   16
  344,20080528,  194,   -1,   28
  344,20080529,  167,   28,   18
  344,20080530,  155,   13,   29
  344,20080531,  137,   -1,   33
  344,20080601,  156,   11,   18
  344,20080602,  194,   21,   32
  344,20080603,  172,   10,   24
  344,20080604,  156,   -1,   21
  344,20080605,  141,   14,    9
  344,20080606,  163,   -1,   34
  344,20080607,  163,    0,   23
  344,20080608,  172,    0,   41
  344,20080609,  193,    0,   47
  344,20080610,  160,    0,   48
  344,20080611,  140,    0,   38
  344,20080612,  122,   92,   11
  344,20080613,  126,   20,   30
  344,20080614,  129,   -1,   27
  344,20080615,  127,   70,   35
  344,20080616,  121,    0,   38
  344,20080617,  144,    0,   41
  344,20080618,  160,    0,   30
  344,20080619,  160,   16,   29
  344,20080620,  158,    0,   34
  344,20080621,  184,    0,   28
  344,20080622,  192,    0,   37
  344,20080623,  144,    0,   35
  344,20080624,  160,    0,   46
  344,20080625,  177,    0,   38
  344,20080626,  166,   -1,   45
  344,20080627,  170,   35,   47
  344,20080628,  178,    9,   29
  344,20080629,  173,    0,   33
  344,20080630,  170,    0,   45
  344,20080701,  205,    0,   54
  344,20080702,  213,    7,   30
  344,20080703,  174,   14,   14
  344,20080704,  171,    0,   50
  344,20080705,  179,    9,   27
  344,20080706,  179,    5,   31
  344,20080707,  158,   65,   21
  344,20080708,  156,   62,   23
  344,20080709,  159,  135,   23
  344,20080710,  170,   50,    9
  344,20080711,  172,    8,   30
  344,20080712,  150,  115,   35
  344,20080713,  151,    3,   39
  344,20080714,  174,    0,   47
  344,20080715,  180,    1,   13
  344,20080716,  165,   33,   34
  344,20080717,  150,   46,   12
  344,20080718,  167,   26,   22
  344,20080719,  167,  194,   21
  344,20080720,  144,   34,   28
  344,20080721,  134,  111,    7
  344,20080722,  163,   -1,   36
  344,20080723,  191,    0,   28
  344,20080724,  202,    0,   49
  344,20080725,  222,    0,   44
  344,20080726,  208,    2,   43
  344,20080727,  217,    2,   39
  344,20080728,  214,  166,   23
  344,20080729,  199,    5,   33
  344,20080730,  211,    0,   33
  344,20080731,  240,   52,   43
  344,20080801,  197,   69,   35
  344,20080802,  192,   30,   30
  344,20080803,  180,  198,   11
  344,20080804,  177,   -1,   40
  344,20080805,  187,    3,   32
  344,20080806,  215,    1,   38
  344,20080807,  193,  449,   12
  344,20080808,  167,   20,   24
  344,20080809,  163,   22,   28
  344,20080810,  182,   36,   31
  344,20080811,  170,    7,   12
  344,20080812,  173,   21,   30
  344,20080813,  164,  145,   26
  344,20080814,  154,   -1,   25
  344,20080815,  153,   14,   33
  344,20080816,  170,    0,   32
  344,20080817,  170,    3,   17
  344,20080818,  165,   92,   12
  344,20080819,  177,   48,   18
  344,20080820,  170,  154,   16
  344,20080821,  171,    1,   21
  344,20080822,  152,   51,   10
  344,20080823,  148,   69,   32
  344,20080824,  156,    3,   17
  344,20080825,  178,    0,   27
  344,20080826,  174,    0,    6
  344,20080827,  170,    0,    6
  344,20080828,  178,    0,   11
  344,20080829,  180,   -1,   22
  344,20080830,  188,    0,   35
  344,20080831,  208,   20,   32
  344,20080901,  172,   -1,   23
  344,20080902,  153,   94,    8
  344,20080903,  145,    9,   12
  344,20080904,  152,   -1,   19
  344,20080905,  163,   70,   12
  344,20080906,  174,    2,   20
  344,20080907,  153,  132,    9
  344,20080908,  153,   16,   13
  344,20080909,  183,    8,   30
  344,20080910,  181,    0,   18
  344,20080911,  198,    0,   23
  344,20080912,  152,   32,    4
  344,20080913,  123,    1,    9
  344,20080914,  115,    0,   26
  344,20080915,  119,    0,   22
  344,20080916,  128,    0,   16
  344,20080917,  121,    0,   16
  344,20080918,  103,    0,   23
  344,20080919,  101,    0,   20
  344,20080920,  112,    0,   24
  344,20080921,  122,    0,   19
  344,20080922,  140,    0,   22
  344,20080923,  135,   14,    7
  344,20080924,  132,    3,    7
  344,20080925,  117,    0,   20
  344,20080926,  119,    0,   21
  344,20080927,  115,    0,   21
  344,20080928,  116,    0,   17
  344,20080929,  123,   44,    8
  344,20080930,  133,  187,    5
  344,20081001,  129,  123,   10
  344,20081002,  100,   72,   12
  344,20081003,   88,   90,   12
  344,20081004,   96,   46,   11
  344,20081005,  118,  248,    3
  344,20081006,  120,    0,   13
  344,20081007,  150,    3,    7
  344,20081008,  124,    7,   11
  344,20081009,  106,    0,   17
  344,20081010,  126,    0,   16
  344,20081011,  143,    0,   17
  344,20081012,  137,    0,   10
  344,20081013,  158,   -1,   14
  344,20081014,  147,   -1,   13
  344,20081015,  140,   32,    3
  344,20081016,  110,   88,   10
  344,20081017,   94,    1,   12
  344,20081018,  114,   -1,   10
  344,20081019,  119,   -1,    8
  344,20081020,  127,   -1,   13
  344,20081021,   96,   71,    6
  344,20081022,   89,    0,   12
  344,20081023,  103,    0,   12
  344,20081024,   92,   46,    2
  344,20081025,   88,    0,   11
  344,20081026,  119,  128,    1
  344,20081027,   79,   30,    8
  344,20081028,   46,  149,    5
  344,20081029,   33,   -1,    7
  344,20081030,   29,    2,    8
  344,20081031,   48,    0,    6
  344,20081101,   65,   35,    2
  344,20081102,   86,   -1,    7
  344,20081103,   83,    2,    1
  344,20081104,   77,    0,    4
  344,20081105,   90,   11,    1
  344,20081106,   97,    0,    8
  344,20081107,   93,    7,    6
  344,20081108,   95,    0,    9
  344,20081109,  102,   60,    5
  344,20081110,  124,  165,    3
  344,20081111,   94,  129,    5
  344,20081112,   85,   16,    5
  344,20081113,   84,   35,    5
  344,20081114,  105,   -1,    2
  344,20081115,  117,    7,    3
  344,20081116,   84,   -1,    3
  344,20081117,   70,   -1,    4
  344,20081118,   79,    7,    2
  344,20081119,   95,   -1,    2
  344,20081120,  105,   11,    3
  344,20081121,   60,   81,    5
  344,20081122,   25,   66,    4
  344,20081123,   13,  120,    1
  344,20081124,   18,   66,    3
  344,20081125,   38,   23,    3
  344,20081126,   57,    3,    2
  344,20081127,   67,   -1,    1
  344,20081128,   39,    1,    1
  344,20081129,   25,   -1,    3
  344,20081130,    8,   58,    1
  344,20081201,   37,   12,    1
  344,20081202,   39,  145,    2
  344,20081203,   26,    8,    4
  344,20081204,   32,   50,    1
  344,20081205,   50,   21,    2
  344,20081206,   57,   56,    3
  344,20081207,   33,    1,    4
  344,20081208,   24,    0,    1
  344,20081209,   27,   60,    1
  344,20081210,   26,  125,    3
  344,20081211,   35,   35,    1
  344,20081212,   16,    4,    2
  344,20081213,    2,    0,    4
  344,20081214,   25,   -1,    2
  344,20081215,   14,    0,    1
  344,20081216,    0,    0,    1
  344,20081217,   28,    3,    2
  344,20081218,   58,    0,    1
  344,20081219,   66,   62,    3
  344,20081220,   84,   25,    1
  344,20081221,   91,    2,    1
  344,20081222,   75,    0,    3
  344,20081223,   55,    0,    2
  344,20081224,   65,   -1,    1
  344,20081225,   36,    0,    1
  344,20081226,  -10,    0,    4
  344,20081227,  -23,    0,    4
  344,20081228,  -27,    0,    4
  344,20081229,  -39,    0,    4
  344,20081230,  -45,    0,    3
  344,20081231,  -49,    0,    1
  344,20090101,   -4,    0,    0
  344,20090102,   -3,    6,    2
  344,20090103,  -25,   -1,    1
  344,20090104,   26,    9,    1
  344,20090105,   -8,   20,    2
  344,20090106,  -53,    0,    4
  344,20090107,    3,    2,    3
  344,20090108,  -41,    0,    2
  344,20090109,  -57,    0,    4
  344,20090110,  -50,    0,    4
  344,20090111,    1,    0,    4
  344,20090112,   40,   32,    3
  344,20090113,   45,   22,    1
  344,20090114,   40,    0,    3
  344,20090115,   34,    0,    3
  344,20090116,   24,    0,    2
  344,20090117,   53,    8,    2
  344,20090118,   57,   57,    2
  344,20090119,   50,   76,    2
  344,20090120,   41,    8,    4
  344,20090121,   36,    0,    3
  344,20090122,   47,  102,    1
  344,20090123,   56,  186,    1
  344,20090124,   38,    4,    3
  344,20090125,   32,    0,    6
  344,20090126,   11,    0,    5
  344,20090127,   -9,    0,    5
  344,20090128,   -4,    0,    3
  344,20090129,   -4,    0,    5
  344,20090130,    5,    0,    6
  344,20090131,    2,    0,    6
  344,20090201,  -11,   -1,    4
  344,20090202,   10,   11,    2
  344,20090203,   15,   18,    1
  344,20090204,   -1,    0,    1
  344,20090205,   33,   40,    2
  344,20090206,   43,   21,    5
  344,20090207,   28,   40,    3
  344,20090208,   16,   27,    3
  344,20090209,   32,  150,    2
  344,20090210,   47,  119,    2
  344,20090211,   24,   14,    5
  344,20090212,   16,    7,    6
  344,20090213,   19,    6,    3
  344,20090214,   -4,    0,    7
  344,20090215,   27,   46,    3
  344,20090216,   62,   66,    4
  344,20090217,   49,   42,    2
  344,20090218,    1,    0,    6
  344,20090219,   25,   16,    2
  344,20090220,   53,    1,    2
  344,20090221,   55,   -1,    5
  344,20090222,   66,    5,    3
  344,20090223,   59,    9,    3
  344,20090224,   41,    0,    4
  344,20090225,   52,    4,    2
  344,20090226,   69,    3,    6
  344,20090227,   72,   27,    2
  344,20090228,   74,    0,    4
  344,20090301,   66,    3,    6
  344,20090302,   54,    0,    9
  344,20090303,   66,    2,    3
  344,20090304,   57,   10,    2
  344,20090305,   43,    0,    8
  344,20090306,   47,    0,   12
  344,20090307,   51,    5,    7
  344,20090308,   72,   90,   14
  344,20090309,   60,   -1,    6
  344,20090310,   61,   70,    3
  344,20090311,   68,    0,   16
  344,20090312,   82,   23,    4
  344,20090313,   82,    0,   13
  344,20090314,   88,   10,    5
  344,20090315,   78,    0,   14
  344,20090316,   79,    0,   15
  344,20090317,   73,    0,   18
  344,20090318,   58,    0,   14
  344,20090319,   64,    0,   14
  344,20090320,   46,    0,   21
  344,20090321,   46,    0,   20
  344,20090322,   80,   -1,   17
  344,20090323,   68,   37,    6
  344,20090324,   52,   28,   14
  344,20090325,   64,  106,   11
  344,20090326,   74,   61,    4
  344,20090327,   69,   -1,   14
  344,20090328,   62,  117,    9
  344,20090329,   52,    6,   13
  344,20090330,   47,    0,   18
  344,20090331,   70,    0,   23
  344,20090401,   90,    0,   25
  344,20090402,  114,    0,   27
  344,20090403,  112,    0,   25
  344,20090404,   93,    0,    8
